id,value
id_101,17.978897738603237
id_102,12.395114691346791
id_103,7.855710893218333
id_104,12.955886894480356
id_105,36.277837588053224
id_106,26.598197229459522
id_107,7.424445872609073
id_108,16.889377404236544
id_109,14.922794763890801
id_110,12.245867105713277
id_111,17.18560666312099
id_112,16.105503854350143
id_113,26.647777823711234
id_114,18.966194761539917
id_115,16.516790230674385
id_116,6.09466891787228
id_117,46.403661766281886
id_118,26.996914972982086
id_119,0.5186296866846085
id_120,-0.9908505137116821
id_121,9.344418855855873
id_122,12.776762949982311
id_123,13.0078288966204
id_124,7.776066552314685
id_125,24.908827235147648
id_126,20.701376184648414
id_127,10.129030701453798
id_128,20.750414220073235
id_129,14.09724752476212
id_130,-0.36402885959250497
id_131,33.111942206542075
id_132,14.20127253431341
id_133,20.424780818459176
id_134,26.194472504126903
id_135,23.87348418983982
id_136,9.9667533760125
id_137,21.00444799992978
id_138,78.57279062945953
id_139,60.03235321719849
id_140,27.133899907309342
id_141,18.211999070089803
id_142,24.64471293024614
id_143,7.219415883462233
id_144,11.735468814753482
id_145,10.069360314131565
id_146,19.625038579211296
id_147,8.198466311069055
id_148,12.86222573681843
id_149,15.465055039685183
id_150,46.32951253673594
id_151,21.88920023409143
id_152,22.04312015360603
id_153,14.928799909539737
id_154,13.962872377170953
id_155,25.159576956172018
id_156,25.58093843913937
id_157,36.15721871607034
id_158,4.586953360059265
id_159,23.348823521134292
id_160,42.2747478926149
id_161,19.628013958486022
id_162,64.28685483774217
id_163,17.125068964060638
id_164,33.74071607315022
id_165,23.26854277855199
id_166,24.441169723296966
id_167,0.14893924619850107
id_168,66.65302870607921
id_169,14.959395484038048
id_170,15.91139231131518
id_171,68.53504880905656
id_172,20.36381401136146
id_173,1.7041339264920161
id_174,24.460540041732223
id_175,-0.5008017497803516
id_176,7.345329326572365
id_177,18.470377346755715
id_178,19.764236984714245
id_179,25.05048934339535
id_180,43.339008523249554
id_181,31.474928907423767
id_182,27.591894144524904
id_183,12.567961329184934
id_184,6.385602947872005
id_185,41.905798553689905
id_186,35.92612060795954
id_187,34.98457426620371
id_188,17.456575674300197
id_189,23.322205545181813
id_190,14.695874147352146
id_191,16.25499268696695
id_192,31.268610371841575
id_193,62.09218372764514
id_194,29.05038113199127
id_195,10.44853289779845
id_196,63.60856055526461
id_197,15.712118045906085
id_198,20.322352063753186
id_199,21.00758204164321
id_200,124.13452800901494
id_201,23.49580945294295
id_202,58.68774874344831
id_203,6.509798108698902
id_204,60.34864312457833
id_205,37.266504371596874
id_206,15.190952753288197
id_207,14.256272539995138
id_208,63.26226828632296
id_209,14.512677020619702
id_210,36.10170873082309
id_211,69.05427763861651
id_212,19.0648263876068
id_213,113.31379965208266
id_214,41.42999472698083
id_215,78.60465896313988
id_216,92.51415471434139
id_217,72.3504174717308
id_218,30.78368788725333
id_219,18.64668278431042
id_220,29.63444783053132
id_221,57.80663616206969
id_222,27.97183232720262
id_223,38.303367429613346
id_224,43.82908732391135
id_225,10.487205727504861
id_226,3.368852901294181
id_227,80.4968017914425
id_228,31.266917211436166
id_229,0.9305264856145872
id_230,41.15268450184732
id_231,16.41995725565349
id_232,21.995100383859327
id_233,8.19195035336374
id_234,14.306297701633
id_235,25.44206830809999
id_236,13.751781107933388
id_237,2.5685008031084653
id_238,22.01137341491935
id_239,11.157017132686315
